"Author, Last","Author, First",Title,Publisher,Date ,Size,Information; Notes ; Condition,Edition/Printrun,ISBN,"Author, Editor",Contributors,Signed/Inscribed,Designer,Summary,W3  Artist,W3 Publisher,Collection Grouping,"Subject classification, tags",Classification,BISAC classification,Dewey Decimal Classification (DDC),Location,Accession No,Price,Image
Anderson,Christopher,Approximate Joy,Stanley/Barker,2018,300x255mm,"Hardback, paper wrapped, Silk screened, 120 pages, 68 Images (CMYK)",TBD,978-0995555594,,Eike König and Colophon Foundry,,,"Christopher Anderson’s photographs portray a contemporary China in the midst of perpetual reinvention. ""I have seen the future and it is now and it is China. There is no need for the past. It can be erased. A new happiness is being constructed, an approximation of joy, better than the real thing.” - Christopher Anderson The images are tightly cropped and extremely close up, bringing the viewer to an intimate distance where all context is removed, except for the ambient artificial light that illuminates the faces, giving only the sensual information of the physical form allowing the viewer the indiscreet pleasure of staring at another human face and wondering who the individual might be or what they might be thinking about at the moment of the photograph. These photographs are not a documentary about what people do. Rather they are a search for connection and recognition of self.",https://christopherandersonphoto.com/,https://www.stanleybarker.co.uk/,,"Fine Art Photography, Portrait Photography, Still Life Photography",Individual Photographer Monographs,,,,,$100.00,
Anderson,Christopher,COP,Stanley/Barker,2019,,,,978-1916410695,,,,,"Christopher Anderson began photographing New York City cops in the wake of 9/11, as the visual landscape of the city he called home began to change. Bomb blast barriers went up, cops carrying larger guns seemed to be everywhere, and whilst the increased presence of security was designed, in part, to make New Yorkers feel safe, it reminded Anderson that something was deeply wrong. Then, in the wake of Occupy Wall Street, the death of Eric Garner and the election of Trump, Anderson found himself making photographs of cops on the streets of New York City once again, as a form of unconscious protest on a larger sense of authority. On assessing the images he was making, Anderson began to see them as something entirely different than a protest or commentary on power - there was almost a sentimentality. “I saw a portrait of a working class, immigrant America. The uniform only served as a thread on which to hang a cross section sample. The photographs felt more like a love letter to New York”—Christopher Anderson Anderson is a member of Magnum. He first gained recognition in 1999 when his poignant images of the rescue of Haitian refugees taken onboard a sinking wooden boat won him the Robert Capa Gold Medal. His previous book Approximate Joy was widely regarded as one of the best books of 2018.",https://christopherandersonphoto.com/,https://www.stanleybarker.co.uk/,,"police,",Individual Photographer Monographs,,,,,$70.00,
Anderson,Christopher,COP,Stanley/Barker,2019,,2nd Copy,,978-1916410695,,,,,"Christopher Anderson began photographing New York City cops in the wake of 9/11, as the visual landscape of the city he called home began to change. Bomb blast barriers went up, cops carrying larger guns seemed to be everywhere, and whilst the increased presence of security was designed, in part, to make New Yorkers feel safe, it reminded Anderson that something was deeply wrong. Then, in the wake of Occupy Wall Street, the death of Eric Garner and the election of Trump, Anderson found himself making photographs of cops on the streets of New York City once again, as a form of unconscious protest on a larger sense of authority. On assessing the images he was making, Anderson began to see them as something entirely different than a protest or commentary on power - there was almost a sentimentality. “I saw a portrait of a working class, immigrant America. The uniform only served as a thread on which to hang a cross section sample. The photographs felt more like a love letter to New York”—Christopher Anderson Anderson is a member of Magnum. He first gained recognition in 1999 when his poignant images of the rescue of Haitian refugees taken onboard a sinking wooden boat won him the Robert Capa Gold Medal. His previous book Approximate Joy was widely regarded as one of the best books of 2018.",https://christopherandersonphoto.com/,https://www.stanleybarker.co.uk/,,"police,",Individual Photographer Monographs,,,,,$70.00,
Anderson,Christopher,Bleu Blanc Rouge,Hatje Cantz,2019,10.63 x 14.17 inches,32 pages,,978-3775745321,,,,,,https://christopherandersonphoto.com/,https://www.hatjecantz.de/,,,,,,,,$30.00,/assets/images/covers/9783775745321.jpg
Anderson,JW,Disobedient Bodies,InOtherWords,2017,,,,,,,,,,,,,,,,,,,,
Andersson,Roger,Letters From Mayhem,Cabinet,2004,,"Hardcover, 64 pages",,978-1932698251,"Sina Najafi (Author), Albert Mobilio (Author)",,,,"Roger Andersson's book Letters from Mayhem is an artist's book made of 26 duotone watercolors, each depicting one letter of the alphabet. Printed on thick board in the format of a children's ABC primer, each letter is embedded in a fairytale setting in which wispy long-haired teenagers lie around stoned, sniffing glue, listening to heavy metal, and so on. This garden of vices overgrown with weeds and entangled vines forms a strange foil for imagery drawn from drug culture, anarchy, heavy metal, and children's cartoons, rendering every scene both innocent and corrupt. Full of messages hidden within plants, ponds and clouds, Andersson's drawings evoke a soft nostalgia for childhood tempered by images of soft-edged romantic decadence.",,,,"alphabet, letters",Individual Artist Book,,,Clipper,,$30.00,/assets/images/covers/9781932698251.jpg
Andersson; Louise Enhorning,Nina,Swedish Girls A Tribute,Argent Books,2014,18.5 x 1.2 x 25.5 cm,"Hardcover, 182 or 200? pages, Swedish Text",,978-9163746789,,"Nina Tahko (Designer), Louise Enhörning (Photographer), Nina Andersson (Photographer)",,,182 or 200? pages,,,,,,,,,,,
Andrews,Kathyn,Strip,Koenig,,,Softcover,,978-863356279,,,,,,,,,,,,,,,,
Anonymous,,Black Panther Coloring Book,,,,,,,,,,,,,,,,Coloring Book,,,,,,
Anonymous,,BP in B,,,,,,,,,,,,,,,,,,,,,,
Antonsson,Lotta,I Am Woman,Art And Theory Publishing,2016,"8.5 x 0.51 x 10.98 inches, 280 x 220 mm","Softcover, 128 pages, full color and black & white, 8.5 × 10.85 inches",,978-9188031402,"Patrik Andersson, Charlotte Cotton, Lars-Erik Hjertström Lappalainen",Designed by Aoki,,Aoki,"Swedish artist Lotta Antonsson's recent work recalls her fascination with the late 1960s and '70s, in a style ""where documentary and fiction blur in a merging of social and sexual revolutions"" according to the essay by Patrik Andersson. From a process that utilizes techniques of collage and montage emerges a very personal way of looking at the ephemeral nature of things, whether printed matter (magazines, books) or natural objects (shells, minerals, driftwood). Antonsson's analogue cuts and repetitions seize upon the allegorical potential of image fragments, freeing fashion and erotic photography in an exploration into the gendered side of this clichéd history.",,https://www.artandtheory.org,,"collage, shells",,,,,,$57.00,/assets/images/covers/9789188031402.jpg
Antonsson,Lotta,I Am Woman,Art And Theory Publishing,2016,"8.5 x 0.51 x 10.98 inches, 280 x 220 mm","Softcover, 128 pages, full color and black & white, 8.5 × 10.85 inches. (2nd copy)",,978-9188031402,"Patrik Andersson, Charlotte Cotton, Lars-Erik Hjertström Lappalainen",Designed by Aoki,,Aoki,"Swedish artist Lotta Antonsson's recent work recalls her fascination with the late 1960s and '70s, in a style ""where documentary and fiction blur in a merging of social and sexual revolutions"" according to the essay by Patrik Andersson. From a process that utilizes techniques of collage and montage emerges a very personal way of looking at the ephemeral nature of things, whether printed matter (magazines, books) or natural objects (shells, minerals, driftwood). Antonsson's analogue cuts and repetitions seize upon the allegorical potential of image fragments, freeing fashion and erotic photography in an exploration into the gendered side of this clichéd history.",,https://www.artandtheory.org,,"collage, shells",,,,,,$57.00,/assets/images/covers/9789188031402.jpg
Araki,Nobuyoshi,Blue Period/Last Summer,"Arakinema, Session Press, Dashwood Books",2017,"10.23"" x 7"" ; 260 x 178.3 mm","Softcover in slipcase, 216 pages","Edition of 1,750 copies",978-0996657419,,,,,"One of the most influential photographers of our time, Nobuyoshi Araki is known for his diaristic style or “shi-shashin” (I-photographs) through the publication of over 500 books throughout his career. His work has become practically synonymous with Japanese photography; closely associated with his work on bondage, his late wife, Yoko, as well as still lifes and nudes. It is, however, less known that Araki had explored experimental film projects since the mid 80s. In 1986 at Cinema Rise in Tokyo, Araki staged a live performance entitled Tokyo Monogatari (Tokyo Story). Using two projectors, Araki and his assistants, Nobuhiko Ansai and Shiro Tamiya, selected and sequenced slides to create a succession of overlapping images fading into one another, accompanied by a musical soundtrack. Tokyo Monogatari became the first in a series of live performances entitled Arakinema, which he staged until the mid-2000s in museums and art institutions around the world. Blue Period and Last Summer are made up primarily of nudes and portraits alternating with street scenes and images of flowers. The majority of the work is derived from Shashin Jidai, the important underground sub culture magazine of the 1980s in Japan. We especially feel excited about our publication since these two projects are essential among his film work. As Araki also explained at our initial meeting in Shinjuku last year, “The two films should be seen as a set, since Blue Period is about the past and Last Summer is about the future. By removing color using a chemical solution, Blue Period is about an act of subtraction (past), whereas adding color to the images in Last Summer is about an act of addition (future). This project is just like life itself.” Working directly from the 140 original slides used for both projections, the book successfully offers a fresh review of the photographer’s hidden oeuvre and regains the true spirit and atmosphere of the original Arakinema performances",,https://sessionpress.com/,,Nude Eros Photo Diary Death/Loss Drawing/Painting Snapshot Portraiture,Individual Photographer Monographs,,,"Hudson Street Library, NYC",,$100.00,
Araki,Nobuyoshi,Blue Period/Last Summer,"Arakinema, Session Press, Dashwood Books",2017,"10.23"" x 7"" ; 260 x 178.3 mm","Softcover in slipcase, 216 pages. (2nd copy)","Edition of 1,750 copies",978-0996657419,,,,,"One of the most influential photographers of our time, Nobuyoshi Araki is known for his diaristic style or “shi-shashin” (I-photographs) through the publication of over 500 books throughout his career. His work has become practically synonymous with Japanese photography; closely associated with his work on bondage, his late wife, Yoko, as well as still lifes and nudes. It is, however, less known that Araki had explored experimental film projects since the mid 80s. In 1986 at Cinema Rise in Tokyo, Araki staged a live performance entitled Tokyo Monogatari (Tokyo Story). Using two projectors, Araki and his assistants, Nobuhiko Ansai and Shiro Tamiya, selected and sequenced slides to create a succession of overlapping images fading into one another, accompanied by a musical soundtrack. Tokyo Monogatari became the first in a series of live performances entitled Arakinema, which he staged until the mid-2000s in museums and art institutions around the world. Blue Period and Last Summer are made up primarily of nudes and portraits alternating with street scenes and images of flowers. The majority of the work is derived from Shashin Jidai, the important underground sub culture magazine of the 1980s in Japan. We especially feel excited about our publication since these two projects are essential among his film work. As Araki also explained at our initial meeting in Shinjuku last year, “The two films should be seen as a set, since Blue Period is about the past and Last Summer is about the future. By removing color using a chemical solution, Blue Period is about an act of subtraction (past), whereas adding color to the images in Last Summer is about an act of addition (future). This project is just like life itself.” Working directly from the 140 original slides used for both projections, the book successfully offers a fresh review of the photographer’s hidden oeuvre and regains the true spirit and atmosphere of the original Arakinema performances",,https://sessionpress.com/,,Nude Eros Photo Diary Death/Loss Drawing/Painting Snapshot Portraiture,Individual Photographer Monographs,,,"Hudson Street Library, NYC",,$100.00,
